subject_id,variant,outcome,device_type,user_tenure_days,cart_value,is_returning_user,pre_experiment_outcome,date
ecom_002761,0,0.0,2.0,74.0,0.0,1.0,0.0,2024-01-11
ecom_004855,1,0.0,1.0,115.0,105.96,1.0,0.0,2024-01-10
ecom_000127,1,0.0,2.0,11.0,56.59,0.0,0.0,2024-01-12
ecom_003474,1,0.0,2.0,74.0,0.0,1.0,0.0,2024-01-21
ecom_007969,1,0.0,0.0,188.0,0.0,1.0,0.0,2024-01-05
ecom_004310,1,0.0,1.0,12.0,18.03,0.0,0.0,2024-01-02
ecom_002438,1,0.0,0.0,7.0,36.67,0.0,0.0,2024-01-24
ecom_003765,1,0.0,0.0,1.0,22.61,0.0,0.0,2024-01-18
ecom_006876,0,0.0,2.0,11.0,25.88,0.0,0.0,2024-01-22
ecom_005896,1,0.0,2.0,42.0,0.0,1.0,0.0,2024-01-18
ecom_005840,1,0.0,2.0,47.0,67.3,1.0,0.0,2024-01-10
ecom_008842,1,1.0,2.0,59.0,26.01,1.0,0.0,2024-01-20
ecom_009770,1,0.0,2.0,173.0,59.09,1.0,0.0,2024-01-29
ecom_001473,0,0.0,0.0,23.0,30.51,0.0,0.0,2024-01-27
ecom_004821,1,0.0,0.0,10.0,20.08,0.0,0.0,2024-01-24
ecom_006915,0,0.0,1.0,5.0,6.42,0.0,0.0,2024-01-24
ecom_003560,1,0.0,0.0,39.0,15.65,1.0,0.0,2024-01-30
ecom_003951,0,0.0,0.0,60.0,49.95,0.0,0.0,2024-01-01
ecom_000049,1,0.0,1.0,252.0,29.26,1.0,0.0,2024-01-30
ecom_005437,1,0.0,0.0,90.0,14.46,1.0,0.0,2024-01-20
ecom_009897,0,0.0,0.0,4.0,33.9,0.0,1.0,2024-01-09
ecom_000887,1,0.0,0.0,111.0,11.3,1.0,1.0,2024-01-01
ecom_002616,1,0.0,0.0,4.0,0.0,0.0,0.0,2024-01-19
ecom_000516,0,0.0,1.0,22.0,113.32,0.0,0.0,2024-01-02
ecom_003168,1,0.0,1.0,135.0,147.99,1.0,1.0,2024-01-23
ecom_002949,0,0.0,2.0,22.0,51.02,0.0,0.0,2024-01-07
ecom_001424,1,0.0,1.0,15.0,23.16,0.0,0.0,2024-01-22
ecom_000139,0,0.0,2.0,2.0,0.0,0.0,0.0,2024-01-16
ecom_001924,1,0.0,2.0,89.0,107.94,1.0,0.0,2024-01-08
ecom_002378,1,0.0,1.0,134.0,0.0,1.0,0.0,2024-01-19
ecom_003197,0,0.0,0.0,85.0,13.46,1.0,0.0,2024-01-01
ecom_005131,1,0.0,2.0,8.0,45.48,0.0,0.0,2024-01-08
ecom_000112,1,0.0,2.0,109.0,0.0,1.0,1.0,2024-01-23
ecom_004559,1,0.0,1.0,190.0,40.88,1.0,0.0,2024-01-25
ecom_004595,0,0.0,0.0,102.0,0.0,1.0,0.0,2024-01-12
ecom_007997,1,1.0,0.0,10.0,18.77,1.0,0.0,2024-01-26
ecom_003250,0,0.0,0.0,9.0,138.3,0.0,0.0,2024-01-18
ecom_004690,0,0.0,1.0,5.0,46.37,0.0,0.0,2024-01-30
ecom_008115,1,0.0,2.0,140.0,17.12,0.0,0.0,2024-01-08
ecom_007767,0,0.0,0.0,69.0,76.34,0.0,0.0,2024-01-23
ecom_004546,1,0.0,2.0,41.0,0.0,1.0,0.0,2024-01-17
ecom_007084,0,0.0,0.0,31.0,15.54,1.0,0.0,2024-01-01
ecom_003277,0,0.0,0.0,252.0,14.63,1.0,0.0,2024-01-08
ecom_007542,0,0.0,2.0,37.0,38.33,0.0,0.0,2024-01-29
ecom_006593,0,0.0,1.0,88.0,16.41,0.0,0.0,2024-01-02
ecom_004068,1,0.0,2.0,159.0,0.0,1.0,0.0,2024-01-22
ecom_004408,0,0.0,0.0,24.0,17.04,0.0,0.0,2024-01-22
ecom_008644,0,0.0,2.0,11.0,89.01,0.0,0.0,2024-01-30
ecom_008588,1,0.0,2.0,70.0,13.78,1.0,0.0,2024-01-27
ecom_007384,1,0.0,1.0,48.0,20.14,0.0,1.0,2024-01-18
ecom_003222,1,0.0,0.0,21.0,49.25,0.0,0.0,2024-01-08
ecom_008210,1,0.0,2.0,50.0,14.03,1.0,0.0,2024-01-08
ecom_000451,0,0.0,0.0,67.0,27.47,1.0,0.0,2024-01-28
ecom_003731,0,0.0,2.0,92.0,28.47,1.0,0.0,2024-01-07
ecom_008953,1,0.0,1.0,1.0,90.92,0.0,0.0,2024-01-08
ecom_004986,0,0.0,0.0,39.0,8.21,1.0,0.0,2024-01-22
ecom_003663,0,1.0,0.0,10.0,47.25,0.0,0.0,2024-01-27
ecom_002763,0,0.0,0.0,86.0,36.2,1.0,0.0,2024-01-01
ecom_000658,0,0.0,2.0,52.0,27.82,0.0,1.0,2024-01-07
ecom_007678,1,0.0,0.0,76.0,42.88,1.0,0.0,2024-01-18
ecom_007676,1,0.0,2.0,6.0,110.43,0.0,0.0,2024-01-25
ecom_004620,1,0.0,2.0,114.0,17.99,0.0,0.0,2024-01-20
ecom_000999,1,0.0,1.0,19.0,3.93,0.0,0.0,2024-01-26
ecom_000389,1,0.0,0.0,50.0,28.62,0.0,0.0,2024-01-26
ecom_003407,0,0.0,0.0,15.0,47.21,0.0,0.0,2024-01-09
ecom_001476,0,0.0,2.0,74.0,29.13,1.0,0.0,2024-01-25
ecom_002240,0,0.0,2.0,71.0,0.0,1.0,1.0,2024-01-23
ecom_002386,1,1.0,0.0,16.0,26.32,0.0,0.0,2024-01-10
ecom_009139,0,1.0,0.0,40.0,0.0,1.0,0.0,2024-01-15
ecom_000992,0,0.0,2.0,132.0,68.3,1.0,0.0,2024-01-12
ecom_004997,0,0.0,2.0,55.0,10.78,1.0,0.0,2024-01-11
ecom_003922,0,0.0,0.0,54.0,0.0,1.0,0.0,2024-01-05
ecom_002972,1,0.0,1.0,26.0,45.16,1.0,0.0,2024-01-06
ecom_003386,1,0.0,2.0,41.0,13.15,1.0,0.0,2024-01-28
ecom_007885,0,0.0,0.0,15.0,60.8,0.0,1.0,2024-01-06
ecom_008812,1,0.0,0.0,25.0,0.0,0.0,0.0,2024-01-04
ecom_004769,1,0.0,2.0,25.0,9.9,1.0,1.0,2024-01-29
ecom_001293,0,0.0,0.0,24.0,14.03,0.0,0.0,2024-01-02
ecom_001824,0,0.0,0.0,114.0,12.05,1.0,0.0,2024-01-30
ecom_002873,1,0.0,2.0,37.0,0.0,1.0,0.0,2024-01-17
ecom_004173,0,0.0,2.0,1.0,0.0,0.0,0.0,2024-01-29
ecom_002535,0,0.0,2.0,49.0,40.86,1.0,0.0,2024-01-09
ecom_009132,0,0.0,2.0,92.0,15.25,1.0,0.0,2024-01-20
ecom_001907,1,0.0,1.0,107.0,0.0,1.0,0.0,2024-01-10
ecom_000042,0,0.0,0.0,45.0,42.22,1.0,0.0,2024-01-12
ecom_009491,0,0.0,0.0,1.0,0.0,0.0,0.0,2024-01-26
ecom_000368,1,0.0,2.0,12.0,0.0,0.0,0.0,2024-01-23
ecom_001151,1,0.0,2.0,48.0,0.0,1.0,0.0,2024-01-03
ecom_007752,0,0.0,0.0,19.0,0.0,0.0,0.0,2024-01-10
ecom_006358,0,0.0,0.0,25.0,0.0,1.0,0.0,2024-01-26
ecom_005912,0,0.0,0.0,59.0,0.0,1.0,0.0,2024-01-08
ecom_006507,0,1.0,0.0,294.0,67.88,1.0,0.0,2024-01-16
ecom_007525,1,0.0,1.0,32.0,9.86,1.0,0.0,2024-01-09
ecom_004160,1,0.0,1.0,31.0,13.47,0.0,0.0,2024-01-27
ecom_004287,0,0.0,0.0,179.0,96.72,0.0,0.0,2024-01-21
ecom_007775,1,0.0,1.0,62.0,18.09,1.0,0.0,2024-01-12
ecom_006714,1,0.0,2.0,16.0,0.0,0.0,0.0,2024-01-04
ecom_000174,0,0.0,2.0,189.0,19.28,1.0,0.0,2024-01-08
ecom_001903,1,0.0,0.0,90.0,0.0,1.0,0.0,2024-01-13
ecom_001099,0,0.0,0.0,98.0,72.16,1.0,0.0,2024-01-09
ecom_008114,0,0.0,2.0,39.0,30.52,0.0,0.0,2024-01-06
ecom_003408,1,0.0,2.0,33.0,8.92,1.0,0.0,2024-01-03
ecom_001538,0,0.0,2.0,18.0,0.0,1.0,0.0,2024-01-08
ecom_002292,1,0.0,2.0,80.0,91.8,1.0,0.0,2024-01-04
ecom_009300,1,1.0,0.0,235.0,49.73,1.0,0.0,2024-01-18
ecom_001363,1,0.0,2.0,30.0,0.0,0.0,0.0,2024-01-11
ecom_007188,1,1.0,2.0,49.0,190.23,1.0,0.0,2024-01-23
ecom_006627,1,0.0,2.0,35.0,51.37,0.0,0.0,2024-01-12
ecom_005260,1,0.0,1.0,97.0,13.36,1.0,0.0,2024-01-09
ecom_006815,0,1.0,0.0,9.0,0.0,0.0,0.0,2024-01-10
ecom_009461,0,0.0,2.0,52.0,19.68,1.0,0.0,2024-01-01
ecom_000680,1,0.0,0.0,101.0,40.21,1.0,0.0,2024-01-30
ecom_009315,1,0.0,0.0,31.0,30.53,1.0,0.0,2024-01-12
ecom_009298,1,0.0,0.0,77.0,50.93,0.0,0.0,2024-01-28
ecom_003664,0,0.0,1.0,15.0,58.02,0.0,0.0,2024-01-18
ecom_001661,1,0.0,2.0,85.0,18.04,0.0,0.0,2024-01-17
ecom_000508,0,0.0,1.0,42.0,50.71,1.0,0.0,2024-01-23
ecom_000166,0,0.0,2.0,28.0,15.14,0.0,0.0,2024-01-27
ecom_005497,1,0.0,2.0,2.0,17.7,0.0,0.0,2024-01-24
ecom_008299,0,0.0,0.0,97.0,0.0,1.0,0.0,2024-01-02
ecom_001006,1,0.0,2.0,26.0,36.56,0.0,0.0,2024-01-23
ecom_009739,0,0.0,1.0,9.0,48.61,0.0,0.0,2024-01-01
ecom_001914,0,0.0,0.0,28.0,156.88,0.0,0.0,2024-01-13
ecom_003494,0,0.0,1.0,36.0,44.19,1.0,0.0,2024-01-28
ecom_009633,1,0.0,2.0,9.0,47.68,0.0,0.0,2024-01-18
ecom_009750,0,0.0,0.0,14.0,12.77,0.0,0.0,2024-01-10
ecom_006444,0,0.0,1.0,51.0,30.78,1.0,0.0,2024-01-19
ecom_004990,1,0.0,2.0,26.0,0.0,0.0,0.0,2024-01-13
ecom_002536,1,0.0,0.0,1.0,0.0,0.0,0.0,2024-01-17
ecom_001104,1,0.0,2.0,1.0,32.93,0.0,0.0,2024-01-24
ecom_003875,0,0.0,1.0,135.0,91.16,1.0,0.0,2024-01-17
ecom_007523,0,0.0,2.0,162.0,0.0,1.0,0.0,2024-01-02
ecom_001752,1,0.0,1.0,12.0,96.7,0.0,0.0,2024-01-23
ecom_005310,0,0.0,0.0,21.0,24.91,0.0,0.0,2024-01-07
ecom_007296,1,0.0,0.0,101.0,34.31,1.0,0.0,2024-01-02
ecom_002916,1,0.0,2.0,8.0,0.0,0.0,0.0,2024-01-10
ecom_008974,0,1.0,0.0,65.0,50.93,1.0,0.0,2024-01-17
ecom_005754,0,0.0,0.0,5.0,55.1,0.0,1.0,2024-01-13
ecom_000152,0,0.0,1.0,5.0,20.32,0.0,0.0,2024-01-25
ecom_007690,1,0.0,2.0,35.0,191.84,1.0,0.0,2024-01-04
ecom_005679,0,0.0,2.0,490.0,0.0,1.0,0.0,2024-01-21
ecom_003907,1,0.0,0.0,138.0,73.4,1.0,0.0,2024-01-09
ecom_009135,0,0.0,0.0,87.0,6.25,1.0,0.0,2024-01-20
ecom_002552,1,0.0,0.0,111.0,0.0,1.0,0.0,2024-01-02
ecom_002773,1,0.0,2.0,45.0,23.37,1.0,0.0,2024-01-10
ecom_006098,1,0.0,0.0,11.0,12.48,0.0,0.0,2024-01-07
ecom_003551,0,0.0,2.0,63.0,40.87,1.0,0.0,2024-01-08
ecom_003722,1,0.0,2.0,19.0,86.19,0.0,0.0,2024-01-30
ecom_009870,1,0.0,1.0,159.0,57.24,1.0,0.0,2024-01-13
ecom_000520,0,0.0,2.0,33.0,79.06,1.0,0.0,2024-01-28
ecom_008033,0,0.0,2.0,28.0,115.55,0.0,0.0,2024-01-17
ecom_004538,0,0.0,0.0,117.0,0.0,1.0,1.0,2024-01-12
ecom_006778,0,0.0,2.0,9.0,98.64,0.0,0.0,2024-01-26
ecom_001822,1,0.0,1.0,94.0,14.18,1.0,0.0,2024-01-19
ecom_004086,0,0.0,2.0,11.0,44.49,0.0,1.0,2024-01-05
ecom_006148,1,0.0,1.0,26.0,0.0,1.0,0.0,2024-01-28
ecom_008742,0,0.0,2.0,141.0,41.68,1.0,0.0,2024-01-09
ecom_009472,0,0.0,2.0,68.0,95.59,1.0,0.0,2024-01-26
ecom_007741,0,0.0,2.0,62.0,58.94,1.0,0.0,2024-01-05
ecom_000309,1,0.0,0.0,18.0,46.83,0.0,0.0,2024-01-17
ecom_007720,0,0.0,2.0,91.0,46.43,1.0,0.0,2024-01-02
ecom_008222,1,0.0,1.0,8.0,66.32,0.0,0.0,2024-01-01
ecom_008656,0,0.0,0.0,57.0,18.87,1.0,0.0,2024-01-01
ecom_003599,1,0.0,0.0,105.0,0.0,1.0,0.0,2024-01-28
ecom_003622,1,0.0,2.0,25.0,3.4,0.0,0.0,2024-01-15
ecom_003811,0,0.0,2.0,75.0,48.06,1.0,1.0,2024-01-23
ecom_003450,1,0.0,2.0,24.0,30.57,0.0,0.0,2024-01-26
ecom_004591,0,0.0,2.0,41.0,0.0,1.0,0.0,2024-01-03
ecom_000205,0,0.0,2.0,31.0,0.0,1.0,0.0,2024-01-10
ecom_009840,0,0.0,2.0,40.0,10.23,1.0,0.0,2024-01-10
ecom_001135,0,0.0,0.0,21.0,55.61,0.0,0.0,2024-01-18
ecom_009384,0,0.0,2.0,57.0,33.87,1.0,0.0,2024-01-04
ecom_002749,0,0.0,0.0,53.0,12.62,1.0,0.0,2024-01-09
ecom_003613,0,0.0,2.0,28.0,32.25,0.0,1.0,2024-01-16
ecom_000305,0,0.0,0.0,2.0,39.38,0.0,0.0,2024-01-07
ecom_001849,0,0.0,2.0,16.0,62.97,0.0,0.0,2024-01-15
ecom_007669,0,0.0,0.0,2.0,32.64,0.0,0.0,2024-01-09
ecom_001988,0,0.0,0.0,42.0,14.75,1.0,0.0,2024-01-29
ecom_003240,1,0.0,0.0,69.0,25.16,1.0,0.0,2024-01-22
ecom_002798,1,0.0,0.0,98.0,2.97,1.0,0.0,2024-01-29
ecom_004515,0,0.0,0.0,125.0,0.0,1.0,0.0,2024-01-11
ecom_005630,0,0.0,0.0,220.0,0.0,1.0,0.0,2024-01-15
ecom_009372,1,0.0,2.0,15.0,10.3,0.0,0.0,2024-01-27
ecom_003109,1,0.0,0.0,114.0,56.26,1.0,0.0,2024-01-10
ecom_004939,1,0.0,0.0,91.0,15.64,1.0,1.0,2024-01-24
ecom_004059,0,0.0,2.0,45.0,39.0,0.0,0.0,2024-01-12
ecom_001987,1,0.0,0.0,29.0,16.57,0.0,0.0,2024-01-15
ecom_007157,1,0.0,0.0,20.0,69.85,0.0,0.0,2024-01-13
ecom_008874,0,0.0,0.0,2.0,25.8,0.0,0.0,2024-01-25
ecom_006613,1,0.0,2.0,60.0,38.98,0.0,0.0,2024-01-20
ecom_000383,1,0.0,0.0,22.0,15.84,0.0,0.0,2024-01-29
ecom_005634,1,0.0,0.0,109.0,0.0,1.0,0.0,2024-01-23
ecom_004307,1,1.0,0.0,29.0,0.0,0.0,0.0,2024-01-30
ecom_003388,0,0.0,2.0,12.0,18.03,0.0,0.0,2024-01-05
ecom_003156,1,0.0,2.0,55.0,31.28,1.0,0.0,2024-01-27
ecom_009995,0,0.0,0.0,83.0,24.84,0.0,0.0,2024-01-18
ecom_002727,0,1.0,0.0,4.0,89.97,0.0,0.0,2024-01-05
ecom_006333,1,0.0,2.0,41.0,7.92,1.0,0.0,2024-01-18
ecom_009899,1,0.0,2.0,153.0,39.14,1.0,0.0,2024-01-17
ecom_008751,0,0.0,0.0,25.0,0.0,0.0,0.0,2024-01-20
ecom_008302,1,0.0,2.0,188.0,16.62,1.0,0.0,2024-01-16
ecom_006037,0,0.0,2.0,2.0,0.0,1.0,0.0,2024-01-24
ecom_003832,0,0.0,2.0,10.0,11.02,0.0,0.0,2024-01-08
ecom_008917,1,0.0,2.0,28.0,28.72,0.0,0.0,2024-01-15
ecom_004776,0,0.0,2.0,34.0,0.0,1.0,0.0,2024-01-19
ecom_004276,0,0.0,1.0,8.0,0.0,0.0,0.0,2024-01-29
ecom_000253,0,0.0,2.0,12.0,21.75,0.0,0.0,2024-01-08
ecom_007895,0,0.0,2.0,54.0,8.8,1.0,0.0,2024-01-18
ecom_009590,0,0.0,2.0,131.0,0.0,1.0,0.0,2024-01-27
ecom_007288,1,0.0,1.0,36.0,24.03,1.0,0.0,2024-01-18
ecom_000278,1,0.0,0.0,45.0,219.74,1.0,0.0,2024-01-21
ecom_003252,1,0.0,0.0,13.0,21.13,0.0,1.0,2024-01-26
ecom_002480,1,0.0,1.0,134.0,19.62,1.0,0.0,2024-01-01
ecom_000289,0,0.0,2.0,72.0,24.09,1.0,0.0,2024-01-22
ecom_006086,0,0.0,1.0,109.0,245.28,1.0,0.0,2024-01-25
ecom_003075,0,0.0,1.0,196.0,5.58,1.0,0.0,2024-01-11
ecom_008123,0,0.0,0.0,14.0,86.64,0.0,1.0,2024-01-18
ecom_007598,0,0.0,1.0,17.0,22.39,1.0,0.0,2024-01-07
ecom_006403,1,0.0,2.0,132.0,0.0,1.0,0.0,2024-01-20
ecom_005089,1,0.0,0.0,102.0,10.33,0.0,0.0,2024-01-10
ecom_007283,0,0.0,0.0,33.0,24.61,1.0,0.0,2024-01-30
ecom_009717,1,0.0,1.0,43.0,29.68,1.0,1.0,2024-01-13
ecom_008402,1,0.0,0.0,62.0,106.94,0.0,0.0,2024-01-12
ecom_006121,1,0.0,1.0,97.0,45.55,1.0,0.0,2024-01-02
ecom_007754,0,0.0,1.0,18.0,132.79,0.0,0.0,2024-01-03
ecom_000270,1,0.0,0.0,143.0,205.13,1.0,0.0,2024-01-09
ecom_006009,0,0.0,2.0,13.0,0.0,0.0,1.0,2024-01-12
ecom_004570,1,0.0,2.0,18.0,0.0,0.0,0.0,2024-01-13
ecom_009116,0,0.0,0.0,65.0,0.0,1.0,0.0,2024-01-27
ecom_009803,1,0.0,0.0,6.0,61.68,0.0,0.0,2024-01-09
ecom_002971,1,0.0,0.0,7.0,0.0,0.0,0.0,2024-01-25
ecom_006193,1,0.0,2.0,29.0,21.91,0.0,0.0,2024-01-24
ecom_008768,1,0.0,1.0,46.0,145.62,1.0,0.0,2024-01-03
ecom_004207,1,0.0,1.0,4.0,32.11,0.0,0.0,2024-01-11
ecom_003218,0,0.0,0.0,124.0,22.14,0.0,1.0,2024-01-23
ecom_001391,0,0.0,2.0,46.0,16.12,1.0,0.0,2024-01-13
ecom_003975,0,1.0,0.0,52.0,0.0,1.0,0.0,2024-01-30
ecom_004316,0,0.0,1.0,3.0,0.0,0.0,0.0,2024-01-02
ecom_007959,1,0.0,0.0,117.0,31.6,1.0,0.0,2024-01-25
ecom_007344,1,0.0,1.0,170.0,59.67,1.0,0.0,2024-01-07
ecom_007448,1,0.0,0.0,3.0,0.0,0.0,0.0,2024-01-12
ecom_000083,1,0.0,0.0,46.0,65.33,1.0,0.0,2024-01-02
ecom_000873,1,0.0,0.0,1.0,133.77,0.0,0.0,2024-01-09
ecom_009605,0,0.0,2.0,42.0,78.1,0.0,0.0,2024-01-07
ecom_007635,1,0.0,2.0,76.0,15.74,1.0,0.0,2024-01-28
ecom_004557,0,0.0,1.0,45.0,0.0,0.0,0.0,2024-01-01
ecom_004500,0,0.0,2.0,7.0,41.94,0.0,0.0,2024-01-26
ecom_004647,1,0.0,0.0,12.0,0.0,1.0,0.0,2024-01-03
ecom_002038,0,1.0,0.0,13.0,30.39,0.0,1.0,2024-01-12
ecom_009694,1,0.0,0.0,17.0,0.0,0.0,0.0,2024-01-04
ecom_006909,1,1.0,0.0,53.0,113.27,1.0,0.0,2024-01-26
ecom_002450,1,0.0,2.0,41.0,88.88,1.0,0.0,2024-01-10
ecom_003954,1,0.0,2.0,82.0,58.19,1.0,0.0,2024-01-21
ecom_002329,0,0.0,0.0,22.0,46.37,1.0,0.0,2024-01-29
ecom_009124,1,0.0,0.0,7.0,151.84,0.0,0.0,2024-01-14
ecom_007044,1,0.0,2.0,41.0,0.0,1.0,0.0,2024-01-14
ecom_005042,0,0.0,2.0,32.0,120.45,1.0,0.0,2024-01-18
ecom_009364,1,0.0,0.0,55.0,47.17,1.0,0.0,2024-01-14
ecom_004746,1,0.0,0.0,6.0,5.04,0.0,0.0,2024-01-10
ecom_009367,0,0.0,0.0,105.0,0.0,1.0,0.0,2024-01-13
ecom_009402,0,0.0,2.0,28.0,0.0,0.0,0.0,2024-01-16
ecom_006491,0,0.0,0.0,57.0,0.0,1.0,0.0,2024-01-28
ecom_006637,0,0.0,0.0,74.0,73.67,1.0,0.0,2024-01-23
ecom_007225,1,0.0,2.0,24.0,11.43,0.0,0.0,2024-01-02
ecom_002401,1,0.0,2.0,57.0,0.0,1.0,1.0,2024-01-24
ecom_005520,0,0.0,1.0,36.0,21.21,1.0,0.0,2024-01-04
ecom_001216,1,0.0,0.0,30.0,12.37,0.0,0.0,2024-01-13
ecom_008695,1,0.0,0.0,206.0,65.1,0.0,0.0,2024-01-19
ecom_006020,1,0.0,1.0,29.0,0.0,0.0,0.0,2024-01-25
ecom_006865,0,0.0,0.0,62.0,58.43,0.0,0.0,2024-01-15
ecom_001064,1,0.0,2.0,12.0,75.09,0.0,0.0,2024-01-11
ecom_003786,1,0.0,0.0,18.0,31.87,0.0,0.0,2024-01-05
ecom_004410,1,0.0,2.0,14.0,0.0,0.0,0.0,2024-01-05
ecom_006859,1,0.0,2.0,344.0,65.92,1.0,0.0,2024-01-08
ecom_006760,0,0.0,2.0,19.0,15.02,0.0,0.0,2024-01-05
ecom_005523,1,0.0,0.0,45.0,70.45,1.0,0.0,2024-01-08
ecom_005996,1,0.0,0.0,47.0,157.7,1.0,0.0,2024-01-04
ecom_008833,0,0.0,2.0,46.0,0.0,1.0,0.0,2024-01-13
ecom_005888,0,0.0,0.0,100.0,0.0,1.0,0.0,2024-01-02
ecom_002161,1,1.0,0.0,39.0,0.0,0.0,0.0,2024-01-29
ecom_003008,1,1.0,0.0,3.0,9.25,0.0,0.0,2024-01-26
ecom_001105,0,0.0,2.0,112.0,23.41,1.0,0.0,2024-01-09
ecom_006654,0,0.0,0.0,50.0,31.58,1.0,0.0,2024-01-18
ecom_000692,0,0.0,2.0,407.0,13.07,1.0,0.0,2024-01-22
ecom_009957,0,0.0,2.0,31.0,12.37,1.0,0.0,2024-01-29
ecom_004956,0,0.0,2.0,131.0,54.66,1.0,0.0,2024-01-15
ecom_006597,1,0.0,2.0,16.0,8.12,0.0,0.0,2024-01-30
ecom_008480,1,0.0,2.0,255.0,0.0,1.0,0.0,2024-01-03
ecom_004369,1,0.0,2.0,152.0,0.0,1.0,0.0,2024-01-13
ecom_002765,1,0.0,2.0,60.0,0.0,1.0,0.0,2024-01-16
ecom_003929,0,0.0,1.0,183.0,52.53,0.0,1.0,2024-01-03
ecom_007134,0,0.0,0.0,12.0,0.0,0.0,0.0,2024-01-12
ecom_008735,0,0.0,2.0,1.0,181.2,0.0,0.0,2024-01-03
ecom_007530,0,1.0,0.0,29.0,43.3,0.0,0.0,2024-01-15
ecom_007528,0,0.0,1.0,131.0,0.0,1.0,1.0,2024-01-08
ecom_000628,0,0.0,2.0,81.0,116.43,1.0,0.0,2024-01-09
ecom_002451,1,0.0,1.0,5.0,40.47,0.0,0.0,2024-01-01
ecom_006239,0,0.0,2.0,21.0,16.85,0.0,1.0,2024-01-15
ecom_007012,1,0.0,0.0,172.0,35.55,1.0,0.0,2024-01-11
ecom_003824,0,0.0,0.0,29.0,88.59,0.0,0.0,2024-01-29
ecom_008977,1,0.0,2.0,118.0,0.0,1.0,0.0,2024-01-10
ecom_002652,0,0.0,2.0,61.0,92.82,1.0,0.0,2024-01-06
ecom_009107,1,0.0,2.0,3.0,0.0,1.0,0.0,2024-01-17
ecom_003743,1,0.0,0.0,3.0,36.95,0.0,0.0,2024-01-26
ecom_002176,0,0.0,2.0,3.0,0.0,0.0,0.0,2024-01-04
ecom_009906,1,1.0,2.0,45.0,52.62,1.0,0.0,2024-01-03
ecom_009263,0,0.0,2.0,24.0,0.0,0.0,0.0,2024-01-16
ecom_003318,0,0.0,2.0,92.0,0.0,1.0,1.0,2024-01-20
ecom_006343,0,0.0,2.0,43.0,83.64,1.0,0.0,2024-01-18
ecom_002787,0,0.0,0.0,71.0,35.93,1.0,0.0,2024-01-22
ecom_004105,0,0.0,0.0,17.0,0.0,0.0,0.0,2024-01-05
ecom_006355,0,0.0,1.0,18.0,100.56,0.0,0.0,2024-01-30
ecom_001676,1,0.0,0.0,62.0,31.65,1.0,0.0,2024-01-19
ecom_003947,0,0.0,1.0,10.0,29.41,0.0,0.0,2024-01-26
ecom_004444,0,0.0,0.0,31.0,67.67,1.0,1.0,2024-01-27
ecom_002936,1,0.0,2.0,73.0,18.36,1.0,0.0,2024-01-18
ecom_009005,1,0.0,0.0,4.0,0.0,1.0,0.0,2024-01-09
ecom_007766,1,0.0,2.0,100.0,44.39,1.0,0.0,2024-01-02
ecom_005722,1,0.0,2.0,24.0,22.98,0.0,0.0,2024-01-29
ecom_007441,0,0.0,0.0,1.0,8.19,0.0,0.0,2024-01-27
ecom_002503,1,0.0,0.0,52.0,0.0,1.0,0.0,2024-01-02
ecom_008482,1,1.0,0.0,69.0,10.77,1.0,0.0,2024-01-29
ecom_002369,1,0.0,0.0,43.0,0.0,1.0,0.0,2024-01-10
ecom_004967,0,0.0,1.0,90.0,9.43,1.0,0.0,2024-01-04
ecom_005883,1,0.0,0.0,40.0,23.28,1.0,0.0,2024-01-02
ecom_002217,1,1.0,2.0,35.0,21.52,1.0,0.0,2024-01-26
ecom_005847,1,0.0,0.0,82.0,70.61,1.0,0.0,2024-01-15
ecom_002218,1,0.0,1.0,96.0,8.36,1.0,1.0,2024-01-01
ecom_003326,1,0.0,0.0,23.0,11.85,0.0,0.0,2024-01-06
ecom_006733,1,0.0,1.0,6.0,0.0,0.0,0.0,2024-01-26
ecom_003583,1,0.0,2.0,37.0,27.36,1.0,0.0,2024-01-03
ecom_009824,1,0.0,2.0,46.0,13.28,1.0,0.0,2024-01-04
ecom_003619,0,0.0,0.0,20.0,23.73,0.0,0.0,2024-01-04
ecom_007707,1,0.0,0.0,20.0,40.35,0.0,0.0,2024-01-02
ecom_006432,0,0.0,0.0,41.0,0.0,1.0,0.0,2024-01-08
ecom_003115,0,0.0,1.0,91.0,323.24,1.0,0.0,2024-01-26
ecom_000085,1,0.0,2.0,26.0,39.83,0.0,0.0,2024-01-05
ecom_005973,0,0.0,2.0,25.0,97.5,0.0,0.0,2024-01-25
ecom_002801,0,0.0,0.0,91.0,41.76,1.0,0.0,2024-01-24
ecom_003671,1,1.0,0.0,54.0,0.0,1.0,0.0,2024-01-08
ecom_003667,1,0.0,2.0,15.0,48.07,0.0,0.0,2024-01-21
ecom_009794,0,0.0,2.0,71.0,26.07,1.0,0.0,2024-01-05
ecom_005158,1,0.0,0.0,6.0,24.15,0.0,0.0,2024-01-03
ecom_005725,1,0.0,0.0,71.0,53.65,1.0,0.0,2024-01-28
ecom_004590,0,0.0,2.0,26.0,10.25,0.0,0.0,2024-01-03
ecom_002019,0,0.0,2.0,185.0,0.0,1.0,1.0,2024-01-19
ecom_007831,1,0.0,2.0,47.0,45.21,1.0,0.0,2024-01-01
ecom_002525,0,0.0,1.0,73.0,22.12,1.0,0.0,2024-01-22
