subject_id,variant,outcome,seller_tenure_days,avg_listing_price,listings_count,category_id,pre_experiment_outcome,date
mkt_007864,1,491.57,158.0,4.79,18.0,1.0,503.49,2024-01-19
mkt_002035,0,850.39,140.0,8.93,9.0,9.0,215.82,2024-01-03
mkt_004039,0,180.81,23.0,11.48,13.0,4.0,145.89,2024-01-27
mkt_006875,1,254.24,75.0,16.2,16.0,6.0,249.15,2024-01-22
mkt_009354,1,84.98,96.0,10.25,15.0,1.0,713.75,2024-01-22
mkt_001972,0,320.95,515.0,3.47,7.0,7.0,491.02,2024-01-10
mkt_005072,1,441.06,12.0,44.88,12.0,5.0,303.6,2024-01-30
mkt_002099,0,850.41,104.0,12.1,7.0,1.0,210.35,2024-01-18
mkt_001499,0,384.78,21.0,17.15,13.0,3.0,195.01,2024-01-10
mkt_009612,1,117.96,79.0,5.27,17.0,5.0,71.25,2024-01-24
mkt_000652,0,109.49,13.0,27.35,8.0,5.0,259.78,2024-01-01
mkt_000170,0,99.53,88.0,34.75,7.0,8.0,66.31,2024-01-10
mkt_004085,0,123.72,261.0,141.43,13.0,2.0,859.73,2024-01-05
mkt_000242,0,107.4,13.0,30.35,11.0,7.0,126.53,2024-01-18
mkt_005710,1,530.0,21.0,26.16,12.0,6.0,126.16,2024-01-20
mkt_006972,1,1680.23,75.0,37.29,15.0,3.0,104.12,2024-01-01
mkt_002756,0,1029.52,46.0,32.92,15.0,6.0,182.28,2024-01-20
mkt_006884,1,4486.71,176.0,18.11,11.0,5.0,581.82,2024-01-27
mkt_005446,1,223.84,116.0,10.8,10.0,1.0,205.03,2024-01-23
mkt_002076,0,441.44,21.0,4.37,13.0,4.0,40.32,2024-01-09
mkt_004103,0,343.63,120.0,19.29,14.0,3.0,102.6,2024-01-22
mkt_009559,1,544.01,88.0,14.92,10.0,0.0,167.72,2024-01-16
mkt_007571,1,241.07,99.0,8.15,13.0,1.0,605.19,2024-01-09
mkt_009466,1,82.93,38.0,25.43,14.0,8.0,160.08,2024-01-27
mkt_004894,1,610.7,74.0,24.39,11.0,4.0,50.3,2024-01-13
mkt_006692,1,415.08,60.0,26.08,14.0,5.0,617.79,2024-01-24
mkt_008054,1,898.32,93.0,45.1,7.0,8.0,104.73,2024-01-25
mkt_005389,1,176.03,225.0,5.81,15.0,5.0,352.09,2024-01-25
mkt_009373,1,68.98,14.0,13.82,8.0,4.0,155.14,2024-01-14
mkt_008021,1,382.91,394.0,12.86,13.0,7.0,1142.82,2024-01-26
mkt_008604,1,52.19,46.0,22.64,11.0,1.0,229.42,2024-01-24
mkt_004480,0,4460.58,273.0,17.28,14.0,6.0,875.11,2024-01-04
mkt_008326,1,104.93,4.0,22.41,17.0,0.0,183.18,2024-01-18
mkt_004078,0,63.26,19.0,6.8,16.0,8.0,337.39,2024-01-14
mkt_000640,0,117.37,14.0,45.26,9.0,3.0,46.3,2024-01-26
mkt_001270,0,753.41,357.0,26.55,18.0,6.0,144.1,2024-01-30
mkt_002778,0,1030.3,200.0,13.27,11.0,5.0,217.31,2024-01-21
mkt_009497,1,238.43,550.0,2.55,13.0,4.0,811.13,2024-01-05
mkt_003861,0,143.49,25.0,4.65,15.0,6.0,269.65,2024-01-30
mkt_003480,0,262.32,46.0,10.04,14.0,3.0,1014.05,2024-01-06
mkt_001534,0,346.03,76.0,27.53,17.0,6.0,331.56,2024-01-27
mkt_000325,0,241.68,121.0,26.32,17.0,5.0,439.4,2024-01-21
mkt_002338,0,586.95,148.0,73.24,13.0,9.0,294.55,2024-01-14
mkt_003980,0,205.07,6.0,87.72,12.0,9.0,258.86,2024-01-24
mkt_006877,1,628.8,81.0,4.91,13.0,3.0,344.79,2024-01-25
mkt_004054,0,72.67,28.0,6.21,9.0,9.0,126.28,2024-01-23
mkt_002237,0,798.18,38.0,11.34,11.0,9.0,443.68,2024-01-12
mkt_007106,1,299.68,69.0,14.34,13.0,4.0,396.5,2024-01-22
mkt_009668,1,196.82,187.0,17.89,13.0,3.0,397.17,2024-01-20
mkt_004745,1,100.12,55.0,5.25,6.0,0.0,281.44,2024-01-19
mkt_000864,0,499.95,198.0,34.1,14.0,6.0,86.13,2024-01-05
mkt_006203,1,134.21,150.0,14.91,13.0,6.0,178.53,2024-01-24
mkt_005508,1,263.5,79.0,17.4,18.0,6.0,155.28,2024-01-23
mkt_007429,1,423.36,279.0,9.67,12.0,8.0,209.43,2024-01-22
mkt_000371,0,252.03,324.0,53.45,15.0,9.0,109.61,2024-01-12
mkt_006296,1,254.21,157.0,7.17,18.0,8.0,131.41,2024-01-29
mkt_005551,1,438.11,120.0,43.02,12.0,4.0,487.71,2024-01-02
mkt_005723,1,1441.37,430.0,78.43,12.0,7.0,165.36,2024-01-09
mkt_005899,1,87.86,76.0,34.5,8.0,9.0,176.82,2024-01-12
mkt_009287,1,261.05,286.0,5.51,12.0,3.0,572.25,2024-01-25
mkt_007871,1,349.37,21.0,10.18,4.0,6.0,98.13,2024-01-21
mkt_002364,0,175.59,30.0,33.13,13.0,1.0,210.32,2024-01-05
mkt_003213,0,1223.27,175.0,6.25,14.0,0.0,203.06,2024-01-18
mkt_000911,0,573.49,95.0,28.45,15.0,4.0,1160.91,2024-01-03
mkt_009047,1,136.46,313.0,12.94,13.0,1.0,599.79,2024-01-11
mkt_009790,1,1956.64,111.0,23.01,11.0,5.0,85.22,2024-01-02
mkt_007289,1,198.13,39.0,8.97,14.0,4.0,1129.23,2024-01-22
mkt_009958,1,470.99,153.0,47.73,22.0,1.0,995.84,2024-01-02
mkt_006536,1,318.01,139.0,37.03,18.0,4.0,131.73,2024-01-18
mkt_009192,1,370.28,44.0,52.43,10.0,6.0,276.59,2024-01-26
mkt_001423,0,305.6,54.0,18.58,16.0,2.0,290.81,2024-01-25
mkt_009807,1,134.18,39.0,19.58,15.0,4.0,75.61,2024-01-26
mkt_000479,0,317.86,639.0,32.22,10.0,9.0,108.14,2024-01-09
mkt_000662,0,339.79,106.0,46.23,8.0,0.0,141.05,2024-01-28
mkt_004476,0,195.37,182.0,52.67,17.0,3.0,639.27,2024-01-18
mkt_008982,1,84.55,40.0,20.69,12.0,1.0,894.83,2024-01-08
mkt_008077,1,118.04,1754.0,18.65,13.0,7.0,1073.76,2024-01-11
mkt_002988,0,338.57,65.0,62.28,13.0,9.0,112.72,2024-01-06
mkt_001119,0,790.66,93.0,9.57,9.0,7.0,97.06,2024-01-20
mkt_002776,0,214.27,301.0,54.69,12.0,6.0,433.48,2024-01-12
mkt_009835,1,631.34,350.0,22.63,11.0,0.0,265.17,2024-01-09
mkt_005003,1,131.09,146.0,137.3,13.0,3.0,169.83,2024-01-25
mkt_006649,1,507.0,73.0,51.38,10.0,6.0,49.9,2024-01-21
mkt_007254,1,204.7,368.0,33.66,18.0,9.0,787.58,2024-01-17
mkt_004427,0,244.25,78.0,17.27,12.0,2.0,77.33,2024-01-19
mkt_007431,1,347.28,36.0,6.38,12.0,0.0,347.84,2024-01-13
mkt_003981,0,111.23,215.0,15.96,9.0,4.0,562.95,2024-01-13
mkt_006351,1,1604.77,344.0,21.15,10.0,8.0,951.61,2024-01-10
mkt_002893,0,53.63,20.0,74.61,15.0,0.0,98.0,2024-01-13
mkt_002669,0,82.41,39.0,30.15,12.0,6.0,69.36,2024-01-29
mkt_003977,0,429.98,149.0,6.2,13.0,8.0,132.28,2024-01-17
mkt_005259,1,1083.9,56.0,28.54,13.0,7.0,258.13,2024-01-08
mkt_000279,0,651.35,908.0,43.15,19.0,4.0,386.41,2024-01-11
mkt_006730,1,108.27,194.0,19.92,12.0,5.0,465.23,2024-01-20
mkt_006104,1,201.15,118.0,5.31,14.0,5.0,267.27,2024-01-01
mkt_007020,1,392.48,72.0,86.81,10.0,1.0,389.08,2024-01-15
mkt_001694,0,35.21,18.0,10.83,12.0,3.0,174.28,2024-01-03
mkt_008912,1,159.86,25.0,40.77,8.0,6.0,168.56,2024-01-30
mkt_003479,0,556.3,258.0,9.1,13.0,4.0,1040.74,2024-01-13
mkt_004416,0,83.05,46.0,16.99,10.0,8.0,184.78,2024-01-12
mkt_007592,1,473.4,96.0,11.44,18.0,0.0,210.04,2024-01-30
mkt_006282,1,139.46,40.0,19.14,13.0,4.0,132.45,2024-01-01
mkt_005603,1,40.23,87.0,4.93,14.0,0.0,72.9,2024-01-19
mkt_008619,1,448.32,344.0,7.96,7.0,8.0,313.69,2024-01-30
mkt_007780,1,683.59,138.0,109.85,7.0,8.0,189.68,2024-01-07
mkt_004296,0,556.38,13.0,6.87,14.0,9.0,370.22,2024-01-06
mkt_004593,1,152.13,6.0,4.41,14.0,6.0,226.48,2024-01-28
mkt_004844,1,246.55,49.0,4.74,7.0,6.0,97.58,2024-01-22
mkt_002209,0,54.77,41.0,48.49,6.0,2.0,143.33,2024-01-04
mkt_007605,1,48.36,86.0,3.82,13.0,5.0,333.57,2024-01-16
mkt_005501,1,1328.99,225.0,58.07,12.0,4.0,294.2,2024-01-25
mkt_000184,0,52.55,63.0,5.4,13.0,6.0,104.76,2024-01-13
mkt_004800,1,188.77,44.0,13.75,14.0,9.0,253.12,2024-01-27
mkt_004845,1,228.08,26.0,102.54,13.0,9.0,93.91,2024-01-17
mkt_002350,0,29.82,23.0,82.02,10.0,0.0,74.41,2024-01-22
mkt_000553,0,670.62,306.0,69.68,12.0,3.0,598.35,2024-01-19
mkt_001397,0,82.71,50.0,12.96,15.0,6.0,242.83,2024-01-02
mkt_001384,0,370.87,119.0,24.91,13.0,3.0,226.12,2024-01-15
mkt_009182,1,159.14,20.0,23.49,7.0,9.0,106.11,2024-01-06
mkt_009817,1,651.48,76.0,103.82,10.0,5.0,244.93,2024-01-10
mkt_000297,0,475.4,3.0,49.85,15.0,5.0,44.51,2024-01-17
mkt_000443,0,224.2,25.0,13.07,15.0,3.0,178.66,2024-01-25
mkt_007338,1,69.57,46.0,13.18,14.0,9.0,166.86,2024-01-26
mkt_002077,0,227.68,34.0,26.89,20.0,8.0,170.61,2024-01-01
mkt_007815,1,510.95,255.0,66.04,9.0,0.0,93.0,2024-01-08
mkt_002229,0,54.1,9.0,77.29,12.0,4.0,13.6,2024-01-19
mkt_002842,0,625.75,36.0,32.44,13.0,0.0,236.49,2024-01-09
mkt_002537,0,4052.32,137.0,17.05,12.0,5.0,62.96,2024-01-30
mkt_008145,1,349.42,16.0,214.83,13.0,1.0,230.76,2024-01-10
mkt_009536,1,185.11,48.0,139.01,11.0,6.0,603.66,2024-01-24
mkt_006443,1,192.82,100.0,41.27,12.0,3.0,155.71,2024-01-16
mkt_003367,0,122.06,48.0,33.28,16.0,1.0,127.03,2024-01-15
mkt_004486,0,1661.83,85.0,85.74,7.0,6.0,125.16,2024-01-16
mkt_002578,0,493.01,337.0,51.05,15.0,1.0,739.39,2024-01-17
mkt_001131,0,104.88,153.0,31.94,11.0,6.0,721.9,2024-01-11
mkt_004818,1,94.35,73.0,2.94,12.0,9.0,167.3,2024-01-26
mkt_000320,0,1438.42,143.0,38.19,12.0,8.0,256.99,2024-01-01
mkt_001371,0,210.67,1743.0,20.43,16.0,0.0,486.62,2024-01-06
mkt_004042,0,199.86,165.0,6.82,11.0,4.0,201.82,2024-01-17
mkt_009125,1,1036.26,39.0,91.06,11.0,8.0,195.72,2024-01-29
mkt_005145,1,232.42,651.0,52.11,7.0,7.0,535.91,2024-01-09
mkt_000907,0,707.63,43.0,62.25,10.0,6.0,137.23,2024-01-29
mkt_009426,1,305.11,211.0,5.41,6.0,7.0,502.97,2024-01-11
mkt_003950,0,160.6,47.0,90.07,16.0,2.0,119.89,2024-01-05
mkt_006145,1,511.31,231.0,16.8,4.0,5.0,127.17,2024-01-11
mkt_008886,1,260.2,27.0,11.61,15.0,6.0,81.01,2024-01-26
mkt_006695,1,230.12,74.0,67.17,19.0,0.0,1389.87,2024-01-26
mkt_004977,1,958.42,103.0,7.66,15.0,9.0,358.98,2024-01-23
mkt_006092,1,206.18,63.0,24.23,8.0,2.0,41.46,2024-01-09
mkt_008408,1,426.51,36.0,14.92,15.0,3.0,495.35,2024-01-25
mkt_000926,0,55.9,9.0,6.38,12.0,2.0,55.91,2024-01-28
mkt_006143,1,208.71,477.0,9.92,12.0,1.0,335.13,2024-01-13
mkt_000015,0,1823.31,275.0,45.81,9.0,8.0,77.6,2024-01-20
mkt_000143,0,232.43,1201.0,148.84,11.0,9.0,881.04,2024-01-16
mkt_002363,0,120.79,97.0,19.53,13.0,7.0,151.17,2024-01-09
mkt_000129,0,459.33,1825.0,30.69,7.0,8.0,816.7,2024-01-18
mkt_001161,0,374.78,53.0,26.29,13.0,2.0,1185.9,2024-01-29
mkt_007551,1,280.61,188.0,104.49,10.0,1.0,230.21,2024-01-02
mkt_006129,1,320.12,51.0,12.91,7.0,2.0,85.59,2024-01-25
mkt_004665,1,343.09,232.0,8.63,12.0,5.0,444.1,2024-01-10
mkt_005660,1,217.91,62.0,16.61,8.0,5.0,88.42,2024-01-01
mkt_006460,1,455.42,40.0,12.27,9.0,8.0,91.37,2024-01-10
mkt_001876,0,229.65,207.0,4.56,18.0,9.0,344.84,2024-01-30
mkt_002488,0,270.96,103.0,86.37,14.0,0.0,369.31,2024-01-24
mkt_005327,1,89.37,75.0,10.91,7.0,6.0,180.6,2024-01-20
mkt_009361,1,669.9,1033.0,11.6,12.0,2.0,618.43,2024-01-09
mkt_001182,0,208.01,31.0,5.78,13.0,2.0,95.71,2024-01-19
mkt_006135,1,1015.53,180.0,19.93,11.0,0.0,83.61,2024-01-07
mkt_006377,1,259.05,291.0,12.12,8.0,9.0,184.61,2024-01-10
mkt_001170,0,598.53,64.0,16.04,11.0,8.0,244.27,2024-01-22
mkt_002182,0,195.12,37.0,57.55,15.0,0.0,142.3,2024-01-11
mkt_003371,0,1752.78,292.0,50.69,8.0,5.0,440.12,2024-01-08
mkt_008040,1,102.22,241.0,16.98,18.0,0.0,125.88,2024-01-03
mkt_001859,0,116.64,9.0,16.02,9.0,4.0,54.24,2024-01-02
mkt_004860,1,1427.56,398.0,85.26,12.0,2.0,241.54,2024-01-20
mkt_009255,1,97.28,74.0,12.57,14.0,6.0,388.91,2024-01-23
mkt_008345,1,156.3,4.0,10.85,14.0,7.0,97.72,2024-01-10
mkt_007347,1,174.47,54.0,8.53,14.0,6.0,41.36,2024-01-07
mkt_004864,1,690.81,87.0,8.42,15.0,0.0,162.68,2024-01-30
mkt_009886,1,28.31,13.0,52.17,13.0,0.0,113.67,2024-01-25
mkt_006388,1,170.51,9.0,8.31,14.0,2.0,438.98,2024-01-10
mkt_003121,0,466.72,1825.0,60.39,12.0,3.0,334.17,2024-01-13
mkt_000387,0,568.96,216.0,12.76,10.0,2.0,368.35,2024-01-02
mkt_007785,1,671.41,225.0,30.32,14.0,5.0,675.83,2024-01-18
mkt_001032,0,131.9,20.0,4.92,17.0,2.0,202.91,2024-01-04
mkt_007852,1,1250.1,255.0,39.89,8.0,5.0,234.52,2024-01-10
mkt_005418,1,964.12,192.0,7.99,11.0,2.0,561.54,2024-01-07
mkt_000931,0,385.85,1267.0,54.55,11.0,0.0,377.51,2024-01-13
mkt_004019,0,148.27,61.0,36.56,7.0,1.0,311.44,2024-01-11
mkt_000691,0,526.92,43.0,118.25,17.0,2.0,284.17,2024-01-22
mkt_005298,1,886.71,32.0,57.86,7.0,6.0,334.65,2024-01-18
mkt_006658,1,1120.78,1407.0,14.07,9.0,2.0,584.82,2024-01-16
mkt_000829,0,192.26,130.0,84.73,18.0,8.0,304.92,2024-01-12
mkt_003498,0,125.91,221.0,33.91,12.0,0.0,446.49,2024-01-07
mkt_002081,0,215.61,212.0,13.38,10.0,1.0,1950.81,2024-01-26
mkt_009440,1,79.08,60.0,132.2,10.0,0.0,37.77,2024-01-01
mkt_000044,0,841.94,800.0,69.34,14.0,4.0,551.33,2024-01-11
mkt_003939,0,1375.37,104.0,1.0,13.0,4.0,236.07,2024-01-06
mkt_005257,1,1987.5,111.0,7.22,16.0,2.0,686.31,2024-01-13
mkt_008437,1,131.56,146.0,35.38,21.0,3.0,487.63,2024-01-29
mkt_004319,0,181.14,104.0,5.98,12.0,5.0,891.17,2024-01-01
mkt_002965,0,77.36,17.0,12.65,18.0,5.0,84.25,2024-01-24
mkt_003969,0,211.5,15.0,81.42,7.0,9.0,258.74,2024-01-18
mkt_001187,0,199.65,46.0,69.62,16.0,8.0,151.03,2024-01-17
mkt_000284,0,417.13,74.0,7.05,15.0,0.0,426.0,2024-01-11
mkt_008873,1,73.41,15.0,2.0,8.0,4.0,47.71,2024-01-15
mkt_004159,0,94.27,60.0,93.98,7.0,5.0,425.34,2024-01-12
mkt_003092,0,211.62,42.0,3.32,9.0,5.0,223.48,2024-01-20
mkt_004556,1,231.06,13.0,11.14,10.0,6.0,30.19,2024-01-01
mkt_004584,1,109.47,82.0,6.77,8.0,1.0,108.15,2024-01-08
mkt_004323,0,519.44,29.0,2.6,10.0,7.0,780.48,2024-01-15
mkt_005504,1,724.64,198.0,18.23,10.0,4.0,86.22,2024-01-25
mkt_007074,1,678.58,93.0,24.74,8.0,2.0,181.53,2024-01-02
mkt_003364,0,1236.24,80.0,6.1,9.0,4.0,822.05,2024-01-03
mkt_008025,1,547.82,247.0,35.5,12.0,5.0,1734.6,2024-01-18
mkt_003195,0,418.41,25.0,28.8,10.0,2.0,233.41,2024-01-10
mkt_008810,1,915.34,6.0,22.21,16.0,9.0,57.49,2024-01-30
mkt_000969,0,1067.18,36.0,12.64,12.0,9.0,85.55,2024-01-21
mkt_003734,0,161.0,3.0,102.22,12.0,8.0,55.68,2024-01-13
mkt_000925,0,669.78,143.0,5.16,10.0,0.0,563.01,2024-01-09
mkt_009496,1,1270.79,105.0,49.95,12.0,1.0,177.39,2024-01-22
mkt_006451,1,154.94,20.0,44.99,14.0,9.0,111.24,2024-01-04
mkt_008797,1,383.84,302.0,7.78,11.0,6.0,236.72,2024-01-23
mkt_002851,0,1268.81,23.0,7.13,7.0,5.0,321.08,2024-01-06
mkt_005180,1,726.52,553.0,7.91,7.0,3.0,1300.65,2024-01-21
mkt_006723,1,135.18,103.0,34.39,7.0,4.0,226.53,2024-01-01
mkt_009322,1,394.44,81.0,46.22,11.0,7.0,352.97,2024-01-20
mkt_007810,1,96.76,87.0,8.54,10.0,8.0,227.77,2024-01-17
mkt_004471,0,503.66,337.0,3.84,10.0,4.0,93.88,2024-01-24
mkt_005168,1,469.48,30.0,21.0,15.0,1.0,302.51,2024-01-25
mkt_004348,0,41.77,38.0,51.27,16.0,1.0,196.65,2024-01-03
mkt_007903,1,854.98,152.0,167.9,14.0,3.0,238.94,2024-01-04
mkt_003626,0,1320.36,27.0,10.09,13.0,5.0,597.07,2024-01-04
mkt_001789,0,5418.13,321.0,15.67,8.0,9.0,205.52,2024-01-10
mkt_008293,1,346.77,18.0,16.6,14.0,6.0,97.57,2024-01-10
mkt_002059,0,1078.65,241.0,8.26,13.0,1.0,1092.32,2024-01-26
mkt_004013,0,117.84,69.0,23.81,16.0,7.0,373.57,2024-01-16
mkt_001902,0,930.56,36.0,62.04,14.0,1.0,288.88,2024-01-18
mkt_005573,1,1170.76,1905.0,23.24,10.0,1.0,595.24,2024-01-27
mkt_006925,1,106.72,20.0,28.93,20.0,9.0,115.05,2024-01-26
mkt_000075,0,538.42,110.0,19.2,15.0,0.0,69.58,2024-01-08
mkt_002345,0,312.83,1825.0,12.36,16.0,1.0,670.67,2024-01-04
mkt_005484,1,1244.93,190.0,1.16,13.0,5.0,1181.85,2024-01-18
mkt_000430,0,128.03,62.0,112.59,17.0,7.0,316.83,2024-01-20
mkt_004586,1,309.24,92.0,7.05,12.0,0.0,123.42,2024-01-15
mkt_008099,1,415.7,183.0,84.12,12.0,7.0,120.63,2024-01-03
mkt_008457,1,1633.82,405.0,21.33,11.0,0.0,1219.9,2024-01-15
mkt_008156,1,188.51,44.0,5.98,13.0,6.0,116.86,2024-01-02
mkt_007893,1,414.92,38.0,28.43,14.0,1.0,38.34,2024-01-19
mkt_001553,0,130.73,25.0,46.47,6.0,0.0,151.62,2024-01-12
mkt_000240,0,1159.52,12.0,4.07,15.0,8.0,230.72,2024-01-02
mkt_000783,0,282.36,24.0,2.86,14.0,5.0,178.43,2024-01-30
mkt_003066,0,148.23,509.0,15.84,11.0,3.0,201.58,2024-01-04
mkt_000977,0,99.73,112.0,10.54,17.0,3.0,305.16,2024-01-10
mkt_002941,0,363.88,141.0,62.8,13.0,6.0,772.62,2024-01-16
mkt_005377,1,341.33,194.0,8.03,10.0,5.0,219.79,2024-01-01
mkt_004730,1,2836.09,798.0,12.75,16.0,1.0,266.81,2024-01-26
mkt_001620,0,3882.09,29.0,40.3,11.0,1.0,209.49,2024-01-20
mkt_002146,0,1226.82,117.0,37.5,12.0,1.0,46.8,2024-01-30
mkt_001801,0,145.74,87.0,128.68,12.0,5.0,93.52,2024-01-28
mkt_002095,0,319.76,150.0,9.48,9.0,1.0,240.21,2024-01-05
mkt_006074,1,255.66,98.0,15.8,9.0,0.0,209.67,2024-01-07
mkt_005245,1,152.16,79.0,8.52,9.0,9.0,567.82,2024-01-09
mkt_001357,0,635.41,1825.0,55.87,17.0,2.0,458.1,2024-01-30
mkt_008063,1,1984.65,111.0,47.38,15.0,5.0,214.74,2024-01-12
mkt_006050,1,6091.33,63.0,63.76,13.0,0.0,53.24,2024-01-30
mkt_008368,1,161.14,12.0,44.33,21.0,0.0,361.58,2024-01-26
mkt_006017,1,345.26,91.0,15.84,24.0,0.0,518.63,2024-01-17
mkt_009931,1,262.94,223.0,145.8,9.0,6.0,246.54,2024-01-23
mkt_008769,1,958.99,228.0,7.34,12.0,6.0,69.69,2024-01-03
mkt_007503,1,365.6,20.0,25.64,15.0,6.0,232.0,2024-01-18
mkt_001609,0,441.83,48.0,14.01,13.0,1.0,156.2,2024-01-17
mkt_003096,0,89.67,166.0,4.91,10.0,6.0,727.39,2024-01-17
mkt_009771,1,379.52,93.0,28.52,14.0,6.0,138.53,2024-01-03
mkt_002415,0,958.9,63.0,9.06,16.0,9.0,405.45,2024-01-23
mkt_002017,0,24.48,69.0,6.16,16.0,2.0,120.65,2024-01-21
mkt_006018,1,789.73,81.0,13.63,20.0,1.0,305.77,2024-01-27
mkt_004125,0,25.61,13.0,109.9,11.0,8.0,91.65,2024-01-30
mkt_009802,1,272.01,90.0,7.28,8.0,6.0,390.74,2024-01-06
mkt_003246,0,582.67,59.0,24.87,10.0,3.0,90.76,2024-01-16
mkt_000124,0,1591.79,163.0,75.85,16.0,0.0,311.99,2024-01-10
mkt_006425,1,826.97,337.0,80.88,13.0,3.0,456.28,2024-01-17
mkt_005308,1,132.37,148.0,4.89,8.0,7.0,122.84,2024-01-21
mkt_007463,1,445.41,459.0,9.14,13.0,1.0,234.24,2024-01-24
mkt_009157,1,917.75,633.0,5.58,10.0,0.0,107.94,2024-01-30
mkt_003341,0,690.6,35.0,34.57,11.0,7.0,252.13,2024-01-24
mkt_000598,0,206.42,32.0,20.16,19.0,8.0,52.83,2024-01-30
mkt_002123,0,841.23,55.0,7.83,10.0,1.0,78.43,2024-01-30
mkt_009498,1,338.16,37.0,5.03,11.0,1.0,100.33,2024-01-17
mkt_007685,1,526.55,19.0,69.75,14.0,8.0,297.61,2024-01-04
mkt_007049,1,493.61,574.0,12.55,9.0,7.0,421.35,2024-01-16
mkt_009661,1,71.03,80.0,13.08,12.0,6.0,53.08,2024-01-13
mkt_002197,0,497.8,80.0,50.41,10.0,4.0,58.39,2024-01-01
mkt_004051,0,485.36,234.0,3.14,13.0,1.0,317.53,2024-01-29
mkt_006054,1,282.15,290.0,8.02,11.0,1.0,915.56,2024-01-16
mkt_003362,0,1157.71,136.0,160.97,8.0,4.0,133.22,2024-01-30
mkt_006851,1,291.82,262.0,71.59,8.0,0.0,306.37,2024-01-11
mkt_000725,0,306.99,705.0,53.5,8.0,0.0,424.58,2024-01-22
mkt_004934,1,498.5,102.0,10.69,11.0,8.0,103.74,2024-01-29
mkt_000978,0,589.33,125.0,33.85,11.0,0.0,200.65,2024-01-11
mkt_000808,0,131.22,214.0,88.94,13.0,7.0,82.43,2024-01-10
mkt_009603,1,345.92,21.0,8.52,18.0,3.0,68.16,2024-01-04
mkt_001475,0,145.99,171.0,61.81,18.0,4.0,144.0,2024-01-29
mkt_005935,1,805.73,138.0,5.81,12.0,7.0,116.04,2024-01-23
mkt_009036,1,570.14,200.0,77.29,15.0,7.0,55.76,2024-01-05
mkt_007335,1,256.03,127.0,17.59,9.0,7.0,444.76,2024-01-04
mkt_003962,0,354.33,52.0,83.35,9.0,7.0,203.33,2024-01-07
mkt_006422,1,1244.28,378.0,6.23,8.0,3.0,325.67,2024-01-14
mkt_004905,1,604.47,43.0,4.91,10.0,3.0,17.91,2024-01-18
mkt_001235,0,172.5,385.0,65.57,13.0,1.0,330.64,2024-01-03
mkt_001225,0,464.5,238.0,3.33,11.0,9.0,144.53,2024-01-11
mkt_008049,1,243.6,26.0,283.79,6.0,9.0,112.39,2024-01-26
mkt_009278,1,925.99,442.0,58.06,15.0,6.0,882.84,2024-01-23
mkt_008671,1,335.29,66.0,22.12,15.0,8.0,397.34,2024-01-07
mkt_005229,1,742.26,237.0,3.38,19.0,0.0,591.97,2024-01-16
mkt_006950,1,869.12,709.0,13.84,13.0,4.0,287.8,2024-01-10
mkt_003217,0,394.99,37.0,12.81,9.0,2.0,179.43,2024-01-07
mkt_000287,0,50.29,23.0,81.6,9.0,3.0,104.62,2024-01-02
mkt_005023,1,9352.51,189.0,30.39,10.0,0.0,208.75,2024-01-18
mkt_002966,0,74.31,210.0,98.26,12.0,0.0,494.37,2024-01-11
mkt_003164,0,645.52,392.0,2.19,9.0,2.0,391.21,2024-01-04
mkt_006003,1,637.85,439.0,21.41,11.0,8.0,130.05,2024-01-16
mkt_008887,1,190.25,73.0,13.58,10.0,9.0,99.21,2024-01-15
mkt_001657,0,138.34,57.0,28.44,4.0,5.0,169.93,2024-01-08
mkt_001975,0,398.56,52.0,27.43,10.0,6.0,68.58,2024-01-13
mkt_002397,0,164.51,37.0,66.27,16.0,3.0,149.76,2024-01-01
mkt_000452,0,159.28,80.0,11.44,15.0,5.0,409.44,2024-01-20
mkt_008030,1,664.93,195.0,13.9,16.0,8.0,413.91,2024-01-16
mkt_004696,1,1396.24,176.0,49.47,16.0,5.0,612.28,2024-01-29
mkt_003681,0,61.07,162.0,6.8,10.0,6.0,385.71,2024-01-16
mkt_000422,0,606.61,231.0,44.67,12.0,2.0,206.46,2024-01-29
mkt_009725,1,109.22,61.0,38.87,16.0,5.0,680.55,2024-01-25
mkt_000657,0,281.69,45.0,40.87,12.0,4.0,424.61,2024-01-25
mkt_003301,0,449.56,662.0,97.13,10.0,2.0,643.86,2024-01-12
mkt_006394,1,310.26,1404.0,6.65,16.0,7.0,1619.62,2024-01-05
mkt_002845,0,192.4,17.0,16.54,9.0,3.0,971.24,2024-01-07
mkt_008291,1,1376.08,63.0,10.06,18.0,7.0,200.68,2024-01-30
mkt_007497,1,73.41,10.0,9.53,11.0,7.0,42.02,2024-01-20
mkt_001001,0,180.12,453.0,6.32,6.0,8.0,191.73,2024-01-26
mkt_004198,0,659.56,17.0,28.88,17.0,9.0,68.74,2024-01-08
mkt_002418,0,122.82,79.0,4.08,8.0,5.0,47.8,2024-01-25
mkt_007482,1,221.7,50.0,51.62,8.0,9.0,70.21,2024-01-08
mkt_005706,1,1406.01,121.0,4.59,4.0,5.0,227.38,2024-01-26
mkt_003847,0,339.19,41.0,15.95,10.0,4.0,142.75,2024-01-03
mkt_000961,0,98.55,229.0,39.7,8.0,3.0,221.34,2024-01-25
mkt_001580,0,257.12,41.0,19.78,10.0,5.0,112.34,2024-01-26
