subject_id,variant,outcome,company_size,days_since_signup,plan_type,feature_usage_count,pre_experiment_outcome,experiment_day
saas_007122,1,0.45,1.0,2.0,1.0,10.0,9.74,29
saas_006572,0,23.56,187.0,1.0,0.0,7.0,16.66,18
saas_006535,0,64.51,166.0,43.0,0.0,16.0,44.88,1
saas_008913,0,22.65,43.0,27.0,1.0,7.0,17.87,5
saas_008275,1,0.45,12.0,16.0,1.0,8.0,6.19,23
saas_002330,0,34.15,5.0,7.0,1.0,8.0,17.79,20
saas_003515,1,14.48,12.0,6.0,2.0,9.0,39.59,14
saas_002187,0,85.12,9.0,2.0,0.0,8.0,48.86,2
saas_000195,1,45.45,5.0,23.0,1.0,3.0,48.52,9
saas_007257,1,0.45,6.0,29.0,0.0,11.0,9.13,22
saas_005666,1,1.69,32.0,7.0,1.0,8.0,15.6,9
saas_005059,0,6.75,21.0,1.0,1.0,10.0,17.89,2
saas_000802,1,31.22,33.0,5.0,2.0,7.0,41.27,21
saas_008848,1,56.58,36.0,6.0,1.0,7.0,45.37,22
saas_009928,1,49.11,20.0,24.0,0.0,9.0,20.92,17
saas_002068,0,7.28,44.0,27.0,0.0,9.0,26.02,24
saas_009082,1,7.8,13.0,5.0,0.0,11.0,33.93,30
saas_008744,1,46.04,6.0,15.0,1.0,10.0,45.27,17
saas_000644,1,3.28,12.0,20.0,1.0,9.0,17.87,16
saas_009374,0,3.51,74.0,3.0,0.0,8.0,26.51,8
saas_005103,1,17.57,16.0,33.0,0.0,6.0,24.6,5
saas_005460,1,0.45,46.0,36.0,0.0,8.0,2.76,25
saas_001637,1,24.31,86.0,58.0,0.0,8.0,15.59,28
saas_000120,1,16.14,4.0,22.0,2.0,10.0,14.11,29
saas_002981,1,4.89,203.0,29.0,0.0,7.0,18.29,25
saas_005069,0,0.0,125.0,13.0,1.0,9.0,9.48,5
saas_003074,1,18.75,134.0,5.0,1.0,8.0,26.01,11
saas_008927,1,10.94,9.0,5.0,0.0,9.0,30.77,29
saas_003278,0,0.0,6.0,7.0,1.0,7.0,18.38,19
saas_002135,1,0.45,11.0,10.0,1.0,8.0,23.59,5
saas_008941,0,4.17,18.0,8.0,1.0,7.0,20.52,8
saas_004970,1,0.45,15.0,38.0,2.0,6.0,23.38,26
saas_006195,1,30.8,16.0,8.0,1.0,6.0,32.16,16
saas_000134,1,40.66,2.0,59.0,0.0,8.0,22.83,11
saas_007731,0,56.12,16.0,5.0,1.0,11.0,35.05,2
saas_005324,1,0.45,20.0,58.0,0.0,7.0,27.55,1
saas_009640,0,26.12,20.0,20.0,0.0,7.0,14.44,19
saas_006160,0,0.0,30.0,11.0,0.0,6.0,12.91,9
saas_002559,1,2.65,187.0,33.0,1.0,11.0,16.5,13
saas_000062,0,32.24,25.0,29.0,1.0,3.0,66.34,2
saas_001358,1,66.87,10.0,47.0,1.0,11.0,58.23,23
saas_006725,0,23.8,1.0,1.0,2.0,5.0,7.73,8
saas_002467,1,19.75,146.0,31.0,2.0,8.0,25.79,22
saas_000679,0,56.74,15.0,9.0,1.0,10.0,52.43,21
saas_006797,1,15.54,35.0,1.0,1.0,5.0,19.35,30
saas_000741,1,26.85,119.0,2.0,0.0,4.0,6.78,16
saas_005307,1,56.69,12.0,31.0,0.0,8.0,23.34,13
saas_007627,1,46.06,1.0,38.0,0.0,7.0,39.08,25
saas_003641,1,45.27,243.0,6.0,0.0,8.0,32.85,12
saas_000444,0,0.0,12.0,8.0,1.0,7.0,18.45,17
saas_008140,1,43.78,47.0,20.0,1.0,10.0,43.69,24
saas_003258,0,45.54,5.0,23.0,1.0,8.0,16.88,14
saas_004663,0,0.0,7.0,9.0,0.0,5.0,0.0,11
saas_001873,0,13.48,3.0,2.0,0.0,6.0,18.65,16
saas_006366,1,36.4,261.0,26.0,0.0,8.0,26.53,16
saas_002596,0,21.76,128.0,31.0,1.0,12.0,24.96,14
saas_001717,0,0.0,9.0,9.0,2.0,10.0,20.47,28
saas_002912,1,30.74,20.0,1.0,1.0,8.0,57.39,20
saas_002843,0,38.0,60.0,27.0,0.0,9.0,13.16,16
saas_004027,0,27.37,52.0,33.0,0.0,5.0,38.57,9
saas_005488,0,42.85,4.0,22.0,1.0,3.0,28.24,23
saas_008634,1,35.26,7.0,2.0,0.0,9.0,17.52,10
saas_008037,0,59.35,2.0,31.0,0.0,8.0,60.16,17
saas_009232,1,28.62,388.0,24.0,0.0,4.0,17.62,16
saas_000489,0,13.96,54.0,27.0,0.0,8.0,29.84,22
saas_000493,1,7.87,39.0,1.0,0.0,10.0,22.37,12
saas_000690,1,24.18,32.0,15.0,1.0,8.0,18.23,15
saas_003821,0,61.01,127.0,16.0,1.0,7.0,61.81,3
saas_000602,0,36.11,135.0,7.0,1.0,3.0,41.54,5
saas_001911,0,52.08,43.0,12.0,0.0,10.0,28.37,8
saas_001014,1,0.45,4.0,5.0,0.0,10.0,18.38,18
saas_006156,1,26.35,1.0,2.0,0.0,9.0,33.54,30
saas_001993,0,62.09,85.0,5.0,1.0,4.0,48.82,10
saas_005769,1,64.94,25.0,31.0,1.0,7.0,38.63,8
saas_003757,1,16.2,2.0,12.0,0.0,11.0,21.44,17
saas_002366,0,0.0,107.0,3.0,2.0,7.0,4.55,10
saas_005283,0,35.53,78.0,12.0,0.0,8.0,47.63,10
saas_004370,1,20.52,1.0,9.0,1.0,15.0,19.9,7
saas_006883,0,21.75,11.0,2.0,0.0,11.0,21.39,25
saas_007011,0,66.2,8.0,3.0,0.0,11.0,51.87,21
saas_001361,0,25.37,79.0,24.0,0.0,7.0,11.99,10
saas_008461,0,48.3,25.0,1.0,0.0,5.0,42.72,21
saas_001526,1,39.38,121.0,8.0,0.0,10.0,40.62,29
saas_001327,1,0.45,1.0,1.0,1.0,8.0,13.81,18
saas_008507,1,45.35,2.0,13.0,2.0,7.0,23.31,25
saas_009031,0,53.09,743.0,9.0,0.0,6.0,31.69,26
saas_001551,1,50.18,6.0,1.0,1.0,13.0,35.9,22
saas_007769,1,2.24,18.0,68.0,0.0,7.0,25.4,25
saas_009908,0,12.91,3.0,3.0,1.0,6.0,27.07,3
saas_001337,1,6.69,53.0,12.0,1.0,12.0,28.72,12
saas_003901,1,3.98,54.0,10.0,0.0,6.0,27.62,3
saas_003010,1,56.28,692.0,5.0,1.0,9.0,60.01,20
saas_005041,1,50.26,5.0,1.0,0.0,15.0,34.55,12
saas_008825,1,30.2,3.0,30.0,0.0,4.0,22.17,17
saas_002250,1,73.88,4.0,4.0,1.0,10.0,44.11,8
saas_006533,0,35.64,212.0,7.0,0.0,5.0,33.99,4
saas_005039,1,42.64,3.0,16.0,0.0,1.0,26.12,18
saas_002346,1,14.65,15.0,21.0,1.0,10.0,39.34,14
saas_009282,1,36.8,44.0,32.0,1.0,7.0,19.18,8
saas_005485,0,18.25,66.0,29.0,0.0,5.0,22.87,26
saas_002784,1,54.54,35.0,5.0,1.0,7.0,59.9,11
saas_005119,1,0.45,53.0,1.0,1.0,9.0,0.0,18
saas_007550,0,31.4,30.0,32.0,0.0,6.0,29.0,21
saas_005555,0,41.02,25.0,5.0,2.0,5.0,51.13,13
saas_005599,0,46.94,12.0,25.0,1.0,5.0,19.83,26
saas_007630,1,52.82,93.0,13.0,2.0,8.0,28.56,1
saas_000150,0,36.93,15.0,14.0,0.0,7.0,15.89,22
saas_002804,1,22.45,5.0,22.0,1.0,6.0,49.46,11
saas_005874,1,46.78,2.0,2.0,2.0,9.0,61.68,8
saas_002086,1,59.71,17.0,1.0,1.0,9.0,50.62,16
saas_003751,1,30.23,7.0,2.0,0.0,10.0,7.81,19
saas_005612,1,5.97,7.0,38.0,1.0,9.0,20.6,22
saas_002259,0,12.52,45.0,7.0,1.0,2.0,24.38,28
saas_004017,1,23.68,85.0,10.0,0.0,15.0,23.45,1
saas_006113,1,41.89,7.0,3.0,0.0,8.0,8.8,26
saas_006058,1,18.12,14.0,4.0,0.0,8.0,23.21,11
saas_002424,0,0.0,23.0,18.0,0.0,6.0,11.44,23
saas_008034,0,11.02,71.0,10.0,1.0,3.0,18.22,6
saas_003856,0,68.27,3.0,1.0,0.0,6.0,56.84,2
saas_000859,1,38.14,54.0,1.0,1.0,6.0,16.77,6
saas_008170,0,72.63,7.0,9.0,0.0,12.0,27.2,25
saas_007591,1,22.14,112.0,7.0,1.0,6.0,8.32,23
saas_008097,1,48.26,9.0,15.0,1.0,8.0,56.02,19
saas_007320,0,31.68,1.0,12.0,0.0,7.0,51.09,13
saas_008563,1,60.35,27.0,59.0,0.0,9.0,14.93,5
saas_004739,1,20.53,18.0,1.0,2.0,7.0,33.45,24
saas_008594,1,30.01,16.0,1.0,1.0,8.0,19.76,9
saas_004462,1,3.75,102.0,12.0,0.0,14.0,17.17,6
saas_005528,0,2.22,14.0,11.0,0.0,2.0,3.71,5
saas_001364,0,27.56,11.0,7.0,0.0,4.0,0.0,17
saas_001779,0,12.75,180.0,28.0,1.0,4.0,35.89,7
saas_009221,1,0.77,19.0,36.0,1.0,12.0,8.56,9
saas_004785,1,7.34,1.0,5.0,0.0,9.0,14.29,5
saas_006334,0,100.0,1.0,35.0,0.0,8.0,37.62,10
saas_001818,1,23.86,41.0,4.0,1.0,11.0,16.39,15
saas_007799,1,22.37,5.0,28.0,2.0,5.0,14.61,24
saas_004937,0,13.54,1.0,9.0,1.0,11.0,13.93,4
saas_002704,0,55.08,27.0,3.0,0.0,13.0,40.23,1
saas_005285,1,52.42,35.0,18.0,1.0,9.0,24.09,30
saas_000175,1,33.08,26.0,30.0,0.0,10.0,33.8,27
saas_007481,1,38.89,16.0,7.0,0.0,9.0,16.7,13
saas_002093,0,52.11,68.0,10.0,0.0,10.0,41.46,15
saas_008750,1,5.2,1.0,10.0,1.0,7.0,17.33,23
saas_003491,0,0.0,4.0,16.0,2.0,12.0,4.57,26
saas_001920,0,43.59,3.0,59.0,0.0,8.0,23.22,11
saas_000082,1,17.01,11.0,4.0,2.0,11.0,10.97,18
saas_000816,0,26.79,10.0,2.0,0.0,7.0,38.07,2
saas_008601,1,44.4,69.0,18.0,1.0,6.0,29.4,26
saas_007354,0,16.12,27.0,11.0,0.0,6.0,13.06,21
saas_004396,1,49.59,22.0,2.0,1.0,5.0,12.65,30
saas_009181,0,7.26,10.0,3.0,0.0,9.0,18.04,15
saas_005568,0,34.05,16.0,14.0,1.0,7.0,12.03,13
saas_000283,1,0.45,39.0,7.0,0.0,11.0,9.81,20
saas_004120,0,8.62,7.0,12.0,1.0,5.0,8.69,13
saas_007480,0,0.0,84.0,1.0,0.0,6.0,36.76,5
saas_000609,1,12.73,45.0,11.0,1.0,7.0,6.4,23
saas_002915,1,27.09,371.0,35.0,1.0,7.0,32.22,16
saas_001813,0,46.32,19.0,9.0,0.0,5.0,26.83,24
saas_001271,1,44.1,176.0,5.0,1.0,6.0,42.2,16
saas_005924,0,51.48,3.0,6.0,0.0,9.0,49.12,10
saas_009595,1,20.74,17.0,2.0,0.0,11.0,31.0,25
saas_002994,0,49.67,9.0,57.0,1.0,6.0,41.63,26
saas_007109,1,32.47,46.0,14.0,1.0,6.0,50.5,26
saas_008613,1,43.63,11.0,2.0,2.0,7.0,24.28,3
saas_007356,0,26.95,25.0,25.0,0.0,12.0,30.66,26
saas_002642,0,31.28,4.0,9.0,0.0,6.0,34.24,22
saas_006553,0,0.0,16.0,1.0,0.0,10.0,2.94,5
saas_004508,0,7.58,5.0,15.0,0.0,6.0,0.0,14
saas_002305,1,0.45,9.0,31.0,2.0,5.0,0.0,11
saas_006502,1,26.32,1339.0,8.0,2.0,5.0,33.46,9
saas_006260,1,14.94,8.0,5.0,0.0,6.0,18.24,18
saas_004195,1,20.25,5.0,26.0,0.0,10.0,36.1,25
saas_005562,1,55.85,39.0,2.0,0.0,6.0,33.45,21
saas_004840,0,31.71,26.0,15.0,0.0,8.0,19.13,19
saas_004655,0,28.79,17.0,17.0,2.0,6.0,24.43,5
saas_008147,1,40.93,13.0,7.0,1.0,6.0,43.16,16
saas_004168,0,64.37,17.0,1.0,0.0,3.0,30.1,13
saas_003849,0,63.72,5.0,1.0,1.0,7.0,39.96,1
saas_009847,1,9.99,15.0,5.0,0.0,7.0,11.05,24
saas_008401,1,45.02,114.0,31.0,1.0,9.0,31.1,2
saas_005253,0,48.12,184.0,10.0,1.0,6.0,26.98,9
saas_007884,0,44.67,3.0,4.0,0.0,11.0,41.51,23
saas_005533,1,28.65,25.0,1.0,0.0,8.0,39.31,9
saas_002414,0,53.36,106.0,3.0,1.0,8.0,58.93,9
saas_003554,0,22.66,80.0,61.0,0.0,10.0,31.35,15
saas_004691,1,0.45,31.0,1.0,0.0,9.0,42.44,19
saas_004498,0,20.05,28.0,14.0,1.0,4.0,9.23,4
saas_002195,1,0.45,1.0,1.0,2.0,11.0,12.23,12
saas_005045,0,40.01,157.0,1.0,0.0,8.0,19.77,9
saas_002600,0,2.6,8.0,1.0,2.0,9.0,34.46,3
saas_001518,0,22.6,12.0,19.0,0.0,15.0,15.58,2
saas_004764,1,2.65,122.0,2.0,0.0,7.0,7.63,1
saas_004314,1,6.58,19.0,1.0,1.0,11.0,14.0,25
saas_003366,1,7.93,21.0,4.0,2.0,11.0,46.04,29
saas_006065,1,49.29,34.0,2.0,1.0,4.0,19.42,26
saas_006582,0,0.0,25.0,21.0,0.0,12.0,5.01,1
saas_002633,1,0.45,20.0,7.0,0.0,9.0,0.0,23
saas_007337,1,25.2,4.0,2.0,2.0,10.0,18.35,8
saas_005633,1,52.25,82.0,24.0,2.0,5.0,44.0,27
saas_009168,1,38.77,109.0,8.0,1.0,9.0,58.98,16
saas_008789,0,33.7,11.0,35.0,2.0,9.0,28.18,20
saas_002434,1,63.5,13.0,3.0,0.0,8.0,30.44,2
saas_008277,1,33.4,12.0,3.0,1.0,7.0,39.25,1
saas_006758,0,0.0,271.0,4.0,1.0,8.0,0.0,25
saas_006611,1,69.19,3.0,13.0,1.0,5.0,57.79,1
saas_004520,1,0.45,4.0,16.0,1.0,14.0,16.49,15
saas_005587,1,29.28,65.0,7.0,0.0,9.0,36.01,12
saas_003545,0,27.62,7.0,67.0,1.0,6.0,19.07,11
saas_005965,1,41.2,125.0,25.0,0.0,7.0,27.68,27
saas_005992,1,47.73,28.0,12.0,1.0,11.0,36.84,5
saas_008805,0,60.91,243.0,2.0,0.0,8.0,51.06,25
saas_005531,0,20.69,50.0,49.0,1.0,6.0,14.44,11
saas_005444,1,28.61,114.0,1.0,1.0,6.0,27.87,11
saas_000517,1,15.03,7.0,14.0,1.0,10.0,31.11,3
saas_006110,1,8.15,13.0,2.0,2.0,9.0,40.75,23
saas_006864,0,45.18,13.0,3.0,1.0,8.0,47.47,2
saas_007960,1,46.71,1.0,3.0,0.0,5.0,27.09,2
saas_001415,1,40.87,5.0,3.0,2.0,10.0,30.2,26
saas_004664,0,51.48,881.0,13.0,1.0,6.0,54.16,9
saas_004456,1,5.05,7.0,11.0,1.0,10.0,8.62,26
saas_002761,0,0.0,1.0,5.0,0.0,7.0,0.0,21
saas_004855,0,25.66,123.0,4.0,2.0,6.0,22.76,10
saas_000127,1,59.32,3.0,11.0,1.0,4.0,41.8,20
saas_003474,1,0.45,2.0,1.0,1.0,8.0,15.25,6
saas_007969,1,36.86,218.0,4.0,1.0,17.0,32.79,15
saas_004310,1,35.14,32.0,39.0,0.0,11.0,37.7,14
saas_002438,1,62.77,89.0,7.0,0.0,12.0,34.12,25
saas_003765,1,36.81,116.0,9.0,0.0,4.0,44.26,23
saas_006876,0,36.2,5.0,1.0,0.0,7.0,36.12,18
saas_005896,1,62.04,47.0,26.0,1.0,6.0,50.46,18
saas_005840,0,24.71,8.0,11.0,0.0,8.0,15.73,9
saas_008842,0,3.62,8.0,23.0,2.0,12.0,14.26,16
saas_009770,1,50.49,109.0,3.0,0.0,6.0,13.84,17
saas_001473,1,0.45,1.0,7.0,0.0,9.0,10.38,29
saas_004821,1,57.38,7.0,5.0,0.0,6.0,42.8,5
saas_006915,0,35.07,5.0,16.0,0.0,6.0,25.7,1
saas_003560,0,29.94,58.0,18.0,0.0,10.0,20.54,12
saas_003951,0,27.56,717.0,37.0,0.0,7.0,31.72,16
saas_000049,0,6.11,22.0,7.0,0.0,10.0,4.69,29
saas_005437,0,28.12,17.0,58.0,1.0,5.0,40.14,5
saas_009897,1,27.47,18.0,8.0,0.0,9.0,49.75,4
saas_000887,1,45.19,10.0,8.0,0.0,7.0,33.68,15
saas_002616,0,20.78,19.0,20.0,0.0,8.0,1.34,10
saas_000516,1,0.45,54.0,11.0,2.0,8.0,0.0,29
saas_003168,0,26.53,5.0,6.0,0.0,15.0,17.87,17
saas_002949,0,46.54,116.0,9.0,0.0,5.0,38.32,21
saas_001424,1,44.96,26.0,3.0,2.0,8.0,19.2,2
saas_000139,1,48.59,1588.0,1.0,0.0,9.0,32.94,6
saas_001924,0,26.52,18.0,4.0,1.0,7.0,54.29,5
saas_002378,1,38.62,21.0,10.0,0.0,11.0,26.0,5
saas_003197,1,0.45,14.0,3.0,0.0,7.0,10.12,26
saas_005131,0,14.47,20.0,10.0,0.0,8.0,30.09,4
saas_000112,1,36.91,8.0,37.0,0.0,7.0,35.56,4
saas_004559,1,22.11,3.0,4.0,1.0,3.0,40.69,17
saas_004595,1,40.63,73.0,8.0,1.0,4.0,16.86,29
saas_007997,1,31.25,2.0,12.0,1.0,9.0,37.88,8
saas_003250,1,30.07,112.0,54.0,1.0,15.0,20.36,8
saas_004690,0,23.98,105.0,35.0,0.0,6.0,5.84,5
saas_008115,0,42.01,9.0,4.0,2.0,4.0,46.19,14
saas_007767,1,0.45,2.0,1.0,0.0,4.0,23.29,11
saas_004546,1,20.77,1.0,1.0,1.0,11.0,10.1,15
saas_007084,1,45.49,73.0,24.0,0.0,8.0,31.02,25
saas_003277,1,58.34,1.0,6.0,0.0,9.0,38.59,12
saas_007542,1,12.68,10.0,6.0,1.0,5.0,19.69,4
saas_006593,1,37.71,124.0,15.0,1.0,8.0,43.1,22
saas_004068,1,51.43,17.0,28.0,0.0,9.0,40.99,30
saas_004408,1,27.56,18.0,16.0,1.0,12.0,1.15,29
saas_008644,1,46.11,42.0,19.0,1.0,6.0,36.69,17
saas_008588,0,4.33,57.0,11.0,0.0,10.0,13.39,17
saas_007384,1,90.1,103.0,2.0,0.0,11.0,62.4,21
saas_003222,1,35.59,1.0,1.0,0.0,10.0,49.29,21
saas_008210,1,0.45,20.0,4.0,1.0,4.0,24.81,9
saas_000451,0,44.33,33.0,26.0,0.0,5.0,51.03,2
saas_003731,1,6.59,57.0,16.0,1.0,7.0,13.64,10
saas_008953,0,45.72,73.0,16.0,1.0,7.0,24.46,14
saas_004986,1,4.25,36.0,21.0,0.0,11.0,27.34,1
saas_003663,0,10.59,32.0,20.0,0.0,8.0,22.29,14
saas_002763,0,0.0,76.0,7.0,0.0,7.0,9.35,25
saas_000658,1,48.54,123.0,10.0,1.0,5.0,43.62,9
saas_007678,0,11.33,10.0,2.0,1.0,6.0,10.86,19
saas_007676,1,1.7,14.0,2.0,0.0,7.0,8.02,29
saas_004620,1,0.45,3.0,25.0,2.0,5.0,9.77,4
saas_000999,0,32.37,69.0,6.0,2.0,6.0,11.93,3
saas_000389,1,30.72,2.0,1.0,1.0,5.0,16.97,4
saas_003407,0,75.76,246.0,1.0,2.0,11.0,60.9,20
saas_001476,0,17.85,465.0,11.0,0.0,8.0,27.4,30
saas_002240,1,42.14,126.0,6.0,1.0,4.0,40.64,22
saas_002386,1,21.88,1.0,20.0,1.0,3.0,3.83,29
saas_009139,0,37.49,1.0,12.0,0.0,12.0,23.94,4
saas_000992,1,24.69,296.0,36.0,0.0,10.0,34.32,29
saas_004997,1,60.61,64.0,36.0,0.0,7.0,19.51,3
saas_003922,1,34.35,3.0,1.0,1.0,2.0,33.19,24
saas_002972,1,45.86,19.0,15.0,0.0,4.0,55.22,23
saas_003386,0,64.06,19.0,37.0,2.0,11.0,27.72,9
saas_007885,1,43.45,2.0,8.0,1.0,11.0,43.65,25
saas_008812,0,32.23,37.0,16.0,0.0,3.0,27.91,1
saas_004769,0,25.42,221.0,53.0,2.0,9.0,37.68,5
saas_001293,1,24.19,1.0,26.0,0.0,8.0,11.11,7
saas_001824,1,36.71,5.0,2.0,2.0,8.0,4.21,16
saas_002873,1,40.15,1.0,15.0,2.0,8.0,32.37,30
saas_004173,1,62.22,6.0,6.0,0.0,12.0,61.54,3
saas_002535,1,20.67,96.0,4.0,0.0,7.0,12.68,13
saas_009132,1,52.5,10.0,16.0,1.0,9.0,36.77,29
saas_001907,0,15.65,25.0,3.0,0.0,6.0,13.04,5
saas_000042,1,22.66,7.0,21.0,0.0,8.0,0.0,1
saas_009491,1,39.94,19.0,9.0,1.0,12.0,37.78,16
saas_000368,0,38.25,27.0,16.0,0.0,6.0,33.42,1
saas_001151,0,0.0,85.0,19.0,1.0,4.0,0.0,26
saas_007752,1,0.45,1.0,18.0,0.0,14.0,39.69,6
saas_006358,1,2.65,112.0,69.0,0.0,6.0,7.52,24
saas_005912,0,10.42,47.0,30.0,1.0,8.0,6.8,3
saas_006507,1,25.81,23.0,1.0,0.0,12.0,12.29,9
saas_007525,0,0.0,187.0,4.0,0.0,7.0,7.72,30
saas_004160,0,22.11,2.0,25.0,1.0,9.0,46.54,25
saas_004287,1,21.12,7.0,24.0,1.0,5.0,32.14,11
saas_007775,0,2.48,3.0,1.0,1.0,10.0,0.0,4
saas_006714,1,52.28,4.0,11.0,1.0,6.0,21.92,6
saas_000174,0,16.79,2.0,5.0,2.0,5.0,7.51,24
saas_001903,0,45.28,16.0,7.0,2.0,6.0,41.74,5
saas_001099,0,90.38,129.0,8.0,2.0,13.0,55.67,24
saas_008114,0,37.38,59.0,2.0,0.0,3.0,23.89,5
saas_003408,0,69.8,42.0,6.0,1.0,10.0,38.71,4
saas_001538,0,49.7,4.0,31.0,1.0,6.0,19.72,30
saas_002292,0,28.86,122.0,47.0,0.0,10.0,19.63,26
saas_009300,1,66.84,16.0,8.0,0.0,7.0,35.1,29
saas_001363,1,23.22,73.0,24.0,0.0,7.0,36.91,7
saas_007188,1,19.6,5.0,11.0,1.0,8.0,17.5,11
saas_006627,1,0.45,13.0,47.0,1.0,4.0,4.95,1
saas_005260,1,29.04,44.0,1.0,0.0,11.0,34.45,15
saas_006815,0,48.25,21.0,1.0,1.0,7.0,52.42,17
saas_009461,0,21.97,29.0,9.0,0.0,7.0,36.55,2
saas_000680,0,9.93,68.0,1.0,0.0,12.0,25.18,11
saas_009315,0,45.51,26.0,33.0,2.0,5.0,37.55,9
saas_009298,1,8.33,5.0,2.0,2.0,10.0,27.29,7
saas_003664,0,46.23,15.0,53.0,0.0,4.0,15.52,15
saas_001661,1,17.28,3.0,3.0,0.0,6.0,15.37,25
saas_000508,1,0.45,8.0,6.0,0.0,7.0,0.0,10
saas_000166,0,31.66,81.0,9.0,1.0,5.0,30.57,13
saas_005497,1,54.03,48.0,14.0,2.0,5.0,36.55,12
saas_008299,0,84.15,10.0,8.0,1.0,4.0,51.97,21
saas_001006,0,13.83,54.0,1.0,0.0,10.0,29.44,20
saas_009739,1,59.2,85.0,15.0,2.0,8.0,22.99,16
saas_001914,1,30.49,119.0,33.0,1.0,8.0,46.41,3
saas_003494,0,0.0,174.0,3.0,1.0,12.0,29.47,6
saas_009633,1,30.5,20.0,20.0,0.0,2.0,7.73,19
saas_009750,1,23.19,13.0,9.0,0.0,10.0,24.88,30
saas_006444,0,4.91,21.0,7.0,0.0,12.0,37.42,18
saas_004990,1,15.39,1.0,18.0,1.0,7.0,16.79,2
saas_002536,0,53.14,5.0,8.0,1.0,1.0,36.97,17
saas_001104,0,4.26,3.0,2.0,1.0,13.0,8.9,25
saas_003875,0,60.63,36.0,13.0,0.0,9.0,67.73,20
saas_007523,0,47.76,40.0,11.0,0.0,7.0,38.57,4
saas_001752,1,27.5,7.0,8.0,1.0,5.0,39.73,7
saas_005310,0,17.84,4.0,16.0,2.0,10.0,24.49,3
saas_007296,1,0.45,14.0,3.0,0.0,12.0,21.24,18
saas_002916,1,52.49,213.0,1.0,2.0,11.0,43.24,26
saas_008974,1,12.28,3.0,4.0,2.0,5.0,13.14,13
saas_005754,1,14.17,5.0,1.0,0.0,13.0,25.64,18
saas_000152,1,63.42,1.0,23.0,0.0,10.0,34.66,19
saas_007690,0,45.66,29.0,2.0,2.0,6.0,63.62,7
saas_005679,1,0.45,71.0,34.0,0.0,9.0,6.37,18
saas_003907,0,40.0,4.0,3.0,0.0,11.0,21.5,3
saas_009135,1,52.49,15.0,1.0,2.0,11.0,57.65,7
saas_002552,1,24.32,10.0,16.0,0.0,5.0,44.63,12
saas_002773,1,37.22,15.0,4.0,1.0,16.0,35.45,30
saas_006098,0,25.64,89.0,6.0,0.0,8.0,33.55,19
saas_003551,1,22.49,3.0,9.0,1.0,4.0,9.07,25
saas_003722,1,38.41,81.0,4.0,0.0,10.0,24.82,1
saas_009870,0,37.02,6.0,21.0,1.0,10.0,28.4,29
saas_000520,0,29.89,4.0,6.0,0.0,4.0,18.79,10
saas_008033,0,6.48,27.0,3.0,0.0,11.0,0.12,9
saas_004538,0,0.76,3.0,9.0,0.0,7.0,20.47,17
saas_006778,0,53.59,3.0,4.0,2.0,6.0,38.57,16
saas_001822,0,17.34,125.0,2.0,0.0,7.0,1.26,25
saas_004086,0,71.27,5.0,4.0,1.0,8.0,37.49,30
saas_006148,0,35.94,1.0,1.0,0.0,7.0,33.02,11
saas_008742,0,32.49,2.0,1.0,0.0,8.0,42.42,4
saas_009472,1,37.96,25.0,1.0,0.0,11.0,35.18,19
saas_007741,1,0.45,47.0,25.0,0.0,3.0,25.58,29
saas_000309,0,24.17,270.0,1.0,0.0,3.0,13.55,8
saas_007720,1,0.73,2.0,20.0,2.0,9.0,23.03,27
saas_008222,1,59.78,5.0,11.0,2.0,11.0,38.83,1
saas_008656,1,74.82,3.0,5.0,0.0,9.0,41.89,9
saas_003599,0,33.94,163.0,9.0,1.0,7.0,38.06,29
saas_003622,1,30.0,5.0,19.0,0.0,8.0,48.49,29
saas_003811,1,24.97,12.0,3.0,1.0,8.0,16.63,2
saas_003450,0,70.06,1.0,38.0,0.0,8.0,39.67,8
saas_004591,1,21.29,204.0,1.0,0.0,12.0,3.15,11
saas_000205,0,36.69,18.0,11.0,0.0,6.0,35.57,16
saas_009840,1,47.17,14.0,10.0,0.0,4.0,47.22,22
saas_001135,1,42.63,138.0,23.0,1.0,8.0,31.49,14
saas_009384,0,33.3,77.0,29.0,0.0,7.0,16.9,4
saas_002749,1,0.45,61.0,1.0,1.0,9.0,17.66,24
saas_003613,0,67.34,10.0,8.0,1.0,8.0,36.93,6
saas_000305,1,34.58,4.0,15.0,1.0,10.0,53.02,2
saas_001849,0,17.9,54.0,37.0,0.0,9.0,26.97,4
saas_007669,1,51.61,499.0,30.0,2.0,14.0,33.78,15
saas_001988,0,13.11,5.0,13.0,0.0,8.0,10.43,1
saas_003240,1,26.54,106.0,6.0,0.0,7.0,32.45,30
saas_002798,0,25.49,47.0,4.0,1.0,8.0,30.64,24
saas_004515,0,47.18,84.0,9.0,2.0,8.0,14.96,19
saas_005630,1,41.68,1.0,6.0,0.0,11.0,31.83,29
saas_009372,0,64.87,13.0,1.0,0.0,15.0,48.25,14
saas_003109,1,7.73,5.0,90.0,2.0,1.0,24.5,26
saas_004939,0,17.24,4.0,21.0,1.0,6.0,40.98,26
saas_004059,0,0.0,17.0,1.0,0.0,5.0,12.67,9
saas_001987,0,11.52,6.0,8.0,0.0,9.0,16.18,14
saas_007157,0,1.06,29.0,5.0,1.0,6.0,17.43,29
saas_008874,0,21.23,16.0,27.0,1.0,5.0,39.86,9
saas_006613,1,51.41,22.0,9.0,1.0,5.0,47.75,21
